Date,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2018-01-02,79.47416687011719,79.80704353790408,79.0580745626657,79.64060520401063,22483800
2018-01-03,79.84402465820312,79.99197296820445,79.49265800379551,79.57587363724849,26061400
2018-01-04,80.5467758178711,81.05533938346264,80.04746078653521,80.06595080048189,21912000
2018-01-05,81.5453872680664,81.74881264787182,80.84264697089216,81.05532088284228,23407100
2018-01-08,81.62857055664062,81.90596997458628,80.99980465658268,81.55459643791376,22113000
2018-01-09,81.57312774658203,82.04470413327556,81.24025112709992,81.97072998348771,19484300
2018-01-10,81.2032470703125,81.54537215061087,80.82414197741697,81.24023413747138,18652200
2018-01-11,81.44368743896484,81.48991599786228,80.66697287110772,81.48991599786228,17808900
2018-01-12,82.84915924072266,83.01559756885716,81.7858036473391,81.98922905445504,24271500
2018-01-16,81.69331359863281,83.94947531985365,81.37893410872461,83.31146075501883,36599700
2018-01-17,83.34845733642578,83.47790855934845,82.06318658414891,82.36832463299343,25621200
2018-01-18,83.31149291992188,83.83854648644713,82.90464913205827,83.03410039018276,24159700
2018-01-19,83.2190170288086,83.78305759748004,82.90463746177912,83.34846826871055,36875000
2018-01-22,84.70771026611328,84.71695879850284,82.97860154655272,83.21901400673879,23601600
2018-01-23,84.97586059570312,85.34572428816,84.64298397794825,84.97586059570312,23412800
2018-01-24,84.9018783569336,86.39057446267277,84.67996298442861,85.57688006044616,33277500
2018-01-25,85.37345123291016,86.21488414074523,85.00358759069775,85.50290244950017,26383200
2018-01-26,86.97313690185547,86.97313690185547,85.60465003850815,86.10396510093977,29172200
2018-01-29,86.84365844726562,88.2583804873468,86.65873013591283,87.97173948838112,31569900
2018-01-30,85.75255584716797,86.60324433562087,85.16077684493422,86.27036776504411,38635100
2018-01-31,87.85157012939453,88.21218541157286,86.46458610422692,86.68650157297539,48756300
2018-02-01,87.1580581665039,88.83168291632245,86.52929193683532,87.64812461449074,47227900
2018-02-02,84.86490631103516,86.88990472553506,84.60600382151372,86.58476662521463,47867800
2018-02-05,81.36971282958984,86.21490739098292,81.36971282958984,83.7368294908083,51031500
2018-02-06,84.44882202148438,84.5875218124395,78.8269126573432,80.34334771477327,67998600
2018-02-07,82.8583984375,84.85565109549665,82.47928621158212,83.6720929197115,41107600
2018-02-08,78.6050033569336,83.10807326535823,78.37383937216222,82.9508834488093,55628700
2018-02-09,81.53614044189453,82.22963222143393,77.51388953147867,79.79779025415853,63499100
2018-02-12,82.41456604003906,83.0155936999902,81.30498194056285,82.05395085498111,35720300
2018-02-13,83.06181335449219,83.21900311171937,81.18476363525782,82.22962191246253,26407700
2018-02-14,84.3624267578125,84.5296469204601,82.13283403944776,82.22573255476256,34960900
2018-02-15,86.08106231689453,86.13679999632528,84.18590325154,84.73400933314456,27823900
2018-02-16,85.46792602539062,86.86142481928286,85.28212902128554,85.88597282847773,30596900
2018-02-20,86.13681030273438,86.45266664090244,84.5482224595735,84.98485323456015,30911700
2018-02-21,84.994140625,86.73137179915298,84.994140625,86.37835463062913,26922500
2018-02-22,85.21710968017578,86.14610898859817,84.87337738448669,85.51438917536285,24392800
2018-02-23,87.38169860839844,87.39099058879623,85.80240215058214,86.95435965025644,26329200
2018-02-26,88.64512634277344,88.6729951924059,87.55819868088709,87.69755001675279,30199800
2018-02-27,87.51172637939453,89.03528458001894,87.51172637939453,88.94238607270316,25869100
2018-02-28,87.11226654052734,88.91452756020449,86.98220719763339,88.10629556847552,31167300
2018-03-01,86.257568359375,87.85544800731446,85.31927724746619,87.31662680739052,37135600
2018-03-02,86.44340515136719,86.5363036825812,84.40889400557323,85.07777477063993,32830400
2018-03-05,86.99148559570312,87.57675254736118,85.70946923543721,85.78378378570224,23901600
2018-03-06,86.6942138671875,87.78114134055299,86.34119668689932,87.64179002885692,22175800
2018-03-07,87.19587707519531,87.27019872212769,85.86740775901413,86.54558038379292,26716100
2018-03-08,87.72542572021484,88.3478537029803,87.11228262958338,87.57678239362397,25887800
2018-03-09,89.68559265136719,89.68559265136719,88.2549328887516,88.52434353440994,36937300
2018-03-12,89.89926147460938,90.30802344527832,89.22109593712939,89.6484347756913,26073700
2018-03-13,87.70681762695312,90.33587996889177,87.2980557120405,90.11292214607643,35387800
2018-03-14,87.18657684326172,88.63582047043057,86.86142852834301,88.36640984158318,32132000
2018-03-15,87.49315643310547,87.8647575794614,86.2390087658938,86.8893054562399,27611000
2018-03-16,87.88334655761719,88.60796499462718,87.25162664807198,87.95766821467035,49081300
2018-03-19,86.29474639892578,87.23303769810835,85.57012806225696,87.08439440458534,33344100
2018-03-20,86.51771545410156,87.11227452977435,86.39694807825352,86.4434008854199,23075200
2018-03-21,85.91387176513672,87.37240060981932,85.66303794595186,86.33191868017377,24457100
2018-03-22,83.41483306884766,85.23567052044977,83.29406573303406,84.7897478176672,38604700
2018-03-23,80.99015808105469,84.03727460676029,80.89725956994455,83.14543614223929,44068900
2018-03-26,87.1215591430664,87.32594013699392,83.98154384716022,84.1766328628994,56396800
2018-03-27,83.11756896972656,88.38499332912718,82.22573048726473,88.1991963031693,56569000
2018-03-28,83.04325103759766,84.7526135211948,82.56017449588474,83.44272104020168,52501100
2018-03-29,84.78974914550781,85.73733224587247,82.1235261260546,83.77714347597217,45867500
2018-04-02,82.23503875732422,84.42747830792796,81.2967542954614,84.04659217011432,48515400
2018-04-03,83.34052276611328,83.65638620012598,81.64974439638002,83.21975541388301,37213800
2018-04-04,85.7745132446289,86.17398325589332,81.50111757454387,81.61259296243917,35560000
2018-04-05,85.82093048095703,86.46194209944812,84.91051537265118,85.87667524410865,29771900
2018-04-06,83.82362365722656,85.895288465694,83.12687406835393,84.99415786338619,38026000
